year;month;day;hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
2016;1;20;3;30;0;0;0.0;0.0;fraca
2016;1;9;17;30;0;0;0.0;0.0;fraca
2016;1;9;7;30;2;0;0.0;0.0;fraca
2016;1;8;8;0;7;0;0.0;0.0;fraca
2016;1;29;22;0;5;0;0.0;0.0;fraca
2016;1;10;0;0;0;0;0.0;0.0;fraca
2016;1;12;6;30;0;0;0.0;0.0;fraca
2016;1;9;16;0;4;0;0.0;0.0;fraca
2016;1;15;22;0;7;0;0.0;0.0;fraca
2016;1;24;9;30;2;0;0.0;0.0;fraca
2016;1;12;18;0;46;0;0.0;0.0;fraca
2016;1;28;20;0;6;0;0.0;0.0;fraca
2016;1;14;13;0;11;0;0.0;0.0;fraca
2016;1;31;20;30;2;0;0.0;0.0;fraca
2016;1;3;23;0;2;0;0.0;0.0;fraca
2016;1;23;4;30;2;0;0.0;0.0;fraca
2016;1;5;23;0;3;0;0.0;0.0;fraca
2016;1;29;9;30;4;0;0.0;0.0;fraca
2016;1;13;15;30;5;0;0.0;0.0;fraca
2016;1;27;4;30;0;0;0.0;0.0;fraca
2016;1;13;13;30;10;0;0.0;0.0;fraca
2016;1;6;3;0;0;0;0.0;0.0;fraca
2016;1;15;18;0;15;0;0.0;0.0;fraca
2016;1;3;17;0;7;0;0.0;0.0;fraca
2016;1;8;0;0;10;0;0.0;0.0;fraca
2016;1;28;15;0;7;0;0.0;0.0;fraca
2016;1;2;5;0;0;0;0.79;0.59;fraca
2016;1;27;12;30;8;0;0.0;0.0;fraca
2016;1;13;18;0;22;0;0.0;0.0;fraca
2016;1;21;22;30;4;0;0.0;0.0;fraca
2016;1;25;19;0;6;0;0.0;0.0;fraca
2016;1;19;22;0;8;0;0.0;0.0;fraca
2016;1;19;4;30;1;0;0.0;0.0;fraca
2016;1;9;0;0;1;0;0.0;0.0;fraca
2016;1;27;23;0;11;0;0.2;0.0;fraca
2016;1;27;18;30;9;0;0.2;0.78;fraca
2016;1;26;0;0;0;0;0.0;0.39;fraca
2016;1;31;22;0;0;0;0.0;0.0;fraca
2016;1;16;21;0;10;0;0.0;0.0;fraca
2016;1;29;8;30;8;0;0.0;0.0;fraca
2016;1;19;9;30;8;0;0.0;0.0;fraca
2016;1;3;4;0;0;0;0.0;0.0;fraca
2016;1;19;9;0;8;0;0.0;0.0;fraca
2016;1;25;10;30;2;0;0.0;0.0;fraca
2016;1;13;23;0;2;0;0.0;0.0;fraca
2016;1;9;9;30;4;0;0.0;0.0;fraca
2016;1;20;11;0;8;0;0.0;0.0;fraca
2016;1;12;9;0;7;0;0.0;0.39;fraca
2016;1;11;3;0;0;0;0.2;0.0;fraca
2016;1;24;7;30;2;0;0.0;0.0;fraca
2016;1;16;5;30;0;0;0.0;0.0;fraca
2016;1;22;18;0;15;0;0.0;0.0;fraca
2016;1;22;22;30;7;0;0.0;0.0;fraca
2016;1;4;12;30;6;0;0.0;0.0;fraca
2016;1;19;20;30;7;0;0.0;0.0;fraca
2016;1;6;3;30;0;0;0.0;0.0;fraca
2016;1;22;11;30;6;0;0.0;0.0;fraca
2016;1;20;4;30;1;0;0.0;0.0;fraca
2016;1;8;17;30;6;0;0.0;0.0;fraca
2016;1;24;16;30;7;0;0.0;0.0;fraca
2016;1;21;9;0;6;0;0.0;0.0;fraca
2016;1;20;2;0;3;0;0.0;0.0;fraca
2016;1;22;11;0;9;0;0.0;0.0;fraca
2016;1;1;22;0;4;0;0.0;0.0;fraca
2016;1;27;5;0;0;0;0.0;0.0;fraca
2016;1;2;9;30;0;0;2.94;0.78;fraca
2016;1;14;2;30;4;0;0.0;0.0;fraca
2016;1;3;21;0;5;0;0.0;0.0;fraca
2016;1;14;9;0;5;0;0.0;0.0;fraca
2016;1;18;11;30;8;0;0.0;0.0;fraca
2016;1;4;2;30;7;0;0.0;0.0;fraca
2016;1;19;10;30;1;0;0.0;0.0;fraca
2016;1;5;6;30;0;0;0.0;0.0;fraca
2016;1;8;15;30;7;0;0.0;0.0;fraca
2016;1;30;3;30;0;0;0.0;0.0;fraca
2016;1;16;7;30;18;0;0.0;0.0;fraca
2016;1;14;12;30;26;0;0.0;0.0;fraca
2016;1;15;14;0;24;0;0.4;0.0;fraca
2016;1;9;23;30;0;0;0.2;0.0;fraca
2016;1;28;12;30;16;0;0.0;0.0;fraca
2016;1;29;15;30;6;0;0.0;0.0;fraca
2016;1;19;14;30;20;0;0.0;0.0;fraca
2016;1;31;1;0;5;0;0.0;0.0;fraca
2016;1;11;7;0;3;1;0.2;0.4;fraca
2016;1;31;23;0;0;0;0.0;0.0;fraca
2016;1;28;12;0;8;0;0.0;0.0;fraca
2016;1;5;22;30;3;0;0.0;0.0;fraca
2016;1;15;18;30;4;0;0.0;0.0;fraca
2016;1;15;4;0;1;0;0.2;0.2;fraca
2016;1;28;3;30;0;0;0.0;0.0;fraca
2016;1;23;15;30;9;0;0.0;0.0;fraca
2016;1;6;17;0;19;0;0.0;0.0;fraca
2016;1;5;22;0;8;0;0.0;0.0;fraca
2016;1;7;6;30;5;0;0.0;0.0;fraca
2016;1;21;16;30;1;0;0.0;0.0;fraca
2016;1;25;22;0;1;0;0.0;0.0;fraca
2016;1;9;5;0;15;0;0.0;0.0;fraca
2016;1;28;14;0;13;0;0.0;0.0;fraca
2016;1;7;11;0;7;0;0.0;0.0;fraca
2016;1;16;0;0;3;0;0.0;0.0;fraca
2016;1;30;22;30;9;0;0.0;0.0;fraca
2016;1;9;0;30;1;0;0.0;0.0;fraca
2016;1;7;17;30;16;0;0.0;0.0;fraca
2016;1;28;20;30;6;0;0.0;0.0;fraca
2016;1;16;12;0;6;0;0.0;0.0;fraca
2016;1;1;2;0;0;0;0.0;0.0;fraca
2016;1;28;11;30;5;0;0.0;0.0;fraca
2016;1;15;17;0;7;0;0.0;0.0;fraca
2016;1;22;4;0;0;0;0.0;0.0;fraca
2016;1;25;20;30;7;0;0.0;0.0;fraca
2016;1;11;12;30;6;0;0.0;0.0;fraca
2016;1;31;4;0;2;0;0.0;0.0;fraca
2016;1;24;18;30;1;0;0.4;3.15;moderada
2016;1;13;11;30;18;0;0.0;0.0;fraca
2016;1;4;9;30;4;0;0.0;0.0;fraca
2016;1;1;14;0;2;0;0.0;0.0;fraca
2016;1;24;22;0;4;0;0.0;0.2;fraca
2016;1;7;16;0;4;0;0.0;0.0;fraca
2016;1;6;15;0;12;0;0.0;0.0;fraca
2016;1;12;11;0;8;0;0.0;0.0;fraca
2016;1;2;15;30;18;0;0.0;1.97;fraca
2016;1;27;12;0;9;0;0.0;0.0;fraca
2016;1;12;20;30;8;0;0.0;0.0;fraca
2016;1;19;6;30;2;0;0.0;0.0;fraca
2016;1;16;10;30;7;0;0.0;0.0;fraca
2016;1;12;2;30;13;0;0.0;0.2;fraca
2016;1;26;9;0;8;0;0.0;0.0;fraca
2016;1;24;15;0;3;0;0.0;0.0;fraca
2016;1;27;7;0;10;0;0.0;0.0;fraca
2016;1;29;18;0;12;0;0.0;0.0;fraca
2016;1;20;13;0;8;0;0.0;0.0;fraca
2016;1;30;10;30;2;0;0.0;0.0;fraca
2016;1;23;15;0;7;0;0.0;0.0;fraca
2016;1;1;17;0;6;0;0.0;0.0;fraca
2016;1;5;14;0;6;0;0.0;0.0;fraca
2016;1;5;18;0;20;0;0.0;0.0;fraca
2016;1;16;13;0;7;0;0.0;0.0;fraca
2016;1;20;6;30;0;0;0.0;0.0;fraca
2016;1;19;3;0;1;0;0.0;0.0;fraca
2016;1;4;7;0;3;0;0.0;0.0;fraca
2016;1;1;23;30;1;0;0.0;0.0;fraca
2016;1;1;10;30;0;0;0.0;0.0;fraca
2016;1;17;16;30;10;0;0.0;0.0;fraca
2016;1;7;20;0;17;0;0.0;0.0;fraca
2016;1;26;1;0;1;0;0.0;0.0;fraca
2016;1;18;16;0;9;0;0.0;0.0;fraca
2016;1;16;14;30;2;0;0.0;0.0;fraca
2016;1;21;4;0;0;0;0.0;0.2;fraca
2016;1;30;6;30;4;0;0.0;0.0;fraca
2016;1;25;9;30;0;0;0.0;0.0;fraca
2016;1;31;9;0;3;0;0.0;0.0;fraca
2016;2;1;0;30;0;0;0.0;0.0;fraca
2016;1;2;12;30;2;0;0.0;0.0;fraca
2016;1;17;15;30;3;0;0.0;0.0;fraca
2016;1;16;11;0;18;0;0.0;0.0;fraca
2016;1;27;6;30;3;0;0.0;0.0;fraca
2016;1;6;11;30;4;0;0.0;0.0;fraca
2016;1;23;2;0;22;0;0.0;0.0;fraca
2016;1;10;7;30;0;0;0.0;0.0;fraca
2016;2;1;1;0;0;0;0.0;0.0;fraca
2016;1;12;4;0;33;0;0.0;0.0;fraca
2016;1;27;16;0;20;3;0.0;0.0;fraca
2016;1;30;11;30;5;0;0.0;0.0;fraca
2016;1;7;8;30;32;0;0.0;0.0;fraca
2016;1;26;19;0;9;0;0.0;0.0;fraca
2016;1;23;5;30;2;0;0.0;0.0;fraca
2016;1;10;1;0;0;0;0.2;0.0;fraca
2016;1;31;17;0;8;0;0.0;0.0;fraca
2016;1;15;7;30;2;0;0.0;0.0;fraca
2016;1;6;22;0;12;0;0.0;0.0;fraca
2016;1;5;19;30;2;0;0.0;0.0;fraca
2016;1;15;20;30;10;0;0.0;0.0;fraca
2016;1;13;2;30;3;0;0.0;0.0;fraca
2016;1;3;22;30;2;0;0.0;0.0;fraca
2016;1;25;8;0;1;0;0.0;0.0;fraca
2016;1;15;8;0;2;1;0.0;0.4;fraca
2016;1;15;3;0;2;0;0.0;0.2;fraca
2016;1;24;12;0;2;0;0.0;0.0;fraca
2016;1;10;19;0;16;0;0.0;0.2;fraca
2016;1;16;22;30;6;0;0.0;0.0;fraca
2016;1;12;17;30;5;0;0.0;0.0;fraca
2016;1;17;16;0;2;0;0.0;0.0;fraca
2016;1;18;10;0;21;0;0.0;0.0;fraca
2016;1;30;17;30;4;0;0.0;1.76;fraca
2016;1;12;8;0;5;0;0.0;0.0;fraca
2016;1;10;4;30;0;0;1.96;4.92;moderada
2016;1;18;8;30;19;0;0.0;0.0;fraca
2016;1;2;21;0;0;0;0.0;0.0;fraca
2016;1;7;9;0;1;0;0.0;0.0;fraca
2016;1;11;11;0;4;0;0.0;0.0;fraca
2016;1;7;1;30;2;0;0.0;0.0;fraca
2016;1;30;3;0;0;0;0.0;0.0;fraca
2016;1;12;2;0;1;0;0.0;0.0;fraca
2016;1;15;21;0;3;0;0.0;0.0;fraca
2016;1;22;8;0;5;0;0.0;0.0;fraca
2016;1;4;23;30;0;0;0.0;0.0;fraca
2016;1;17;23;0;2;0;0.0;0.0;fraca
2016;1;28;0;0;0;0;0.0;0.2;fraca
2016;1;10;13;30;7;0;0.0;1.58;fraca
2016;1;12;1;0;2;0;0.0;0.0;fraca
2016;1;13;9;30;3;0;0.0;0.0;fraca
2016;1;14;3;30;0;0;0.0;0.0;fraca
2016;1;29;10;30;12;0;0.0;0.0;fraca
2016;1;30;21;30;8;0;0.0;0.0;fraca
2016;1;22;18;30;2;0;0.0;0.0;fraca
2016;1;10;8;0;4;0;0.0;0.0;fraca
2016;1;8;6;0;0;0;0.0;0.0;fraca
2016;1;10;20;30;28;0;0.4;0.0;fraca
2016;1;4;16;30;26;0;0.0;0.0;fraca
2016;1;29;0;0;8;0;0.0;0.0;fraca
2016;1;4;14;30;12;0;0.0;0.0;fraca
2016;1;10;23;30;24;0;0.0;1.18;fraca
2016;1;27;17;0;3;0;0.0;7.48;moderada
2016;1;31;9;30;0;0;0.0;0.0;fraca
2016;1;14;14;0;5;0;0.0;0.0;fraca
2016;1;27;14;0;4;0;0.0;0.0;fraca
2016;1;9;19;30;0;0;2.56;0.39;fraca
2016;1;21;2;0;0;0;0.0;0.0;fraca
2016;1;17;22;30;8;0;0.0;0.0;fraca
2016;1;26;8;0;6;0;0.0;0.0;fraca
2016;1;11;7;30;7;0;0.4;0.0;fraca
2016;1;19;11;30;7;0;0.0;0.0;fraca
2016;1;17;14;0;2;0;0.0;0.0;fraca
2016;1;10;2;30;0;0;0.2;0.0;fraca
2016;1;17;17;30;7;0;0.0;0.0;fraca
2016;1;4;19;0;15;0;0.0;0.0;fraca
2016;1;31;3;0;1;0;0.0;0.0;fraca
2016;1;21;14;30;9;0;0.0;0.0;fraca
2016;1;23;13;30;6;0;0.0;0.0;fraca
2016;1;30;23;30;5;0;0.0;0.0;fraca
2016;1;1;13;30;3;0;0.0;0.0;fraca
2016;1;23;21;30;3;0;0.0;0.0;fraca
2016;1;12;7;30;4;0;0.0;0.0;fraca
2016;1;9;11;0;2;0;0.0;0.0;fraca
2016;1;13;14;30;4;0;0.0;0.0;fraca
2016;1;18;12;30;9;0;0.0;0.0;fraca
2016;1;31;3;30;2;0;0.0;0.0;fraca
2016;1;8;1;30;0;0;0.0;0.0;fraca
2016;1;19;18;30;6;0;0.0;0.0;fraca
2016;1;25;6;0;0;0;0.0;0.0;fraca
2016;1;24;4;30;1;0;0.0;0.0;fraca
2016;1;17;5;30;1;0;0.0;0.0;fraca
2016;1;26;7;30;4;0;0.0;0.0;fraca
2016;1;3;7;0;0;0;0.0;0.0;fraca
2016;1;26;5;0;0;0;0.0;0.0;fraca
2016;1;16;2;0;2;0;0.0;0.0;fraca
2016;1;13;7;0;8;0;0.0;0.0;fraca
2016;1;15;13;0;15;1;0.0;0.0;fraca
2016;1;23;9;30;7;0;0.0;0.0;fraca
2016;1;12;13;30;6;0;0.0;0.0;fraca
2016;1;10;10;30;8;0;0.2;0.0;fraca
2016;1;21;16;0;10;0;0.0;0.0;fraca
2016;1;22;20;30;6;0;0.0;0.0;fraca
2016;1;28;13;30;6;0;0.0;0.0;fraca
2016;1;27;18;0;1;0;20.49;0.2;fraca
2016;1;1;11;0;1;0;0.0;0.0;fraca
2016;1;24;23;30;4;0;0.0;0.0;fraca
2016;1;28;18;30;6;0;0.0;0.0;fraca
2016;1;31;11;0;0;0;0.0;0.0;fraca
2016;1;26;22;30;2;0;0.0;0.0;fraca
2016;1;23;20;30;7;0;0.0;0.0;fraca
2016;1;22;23;0;12;0;0.0;0.0;fraca
2016;1;28;5;0;1;0;0.0;0.0;fraca
2016;1;4;12;0;19;0;0.0;0.0;fraca
2016;1;14;1;30;7;0;0.0;0.0;fraca
2016;1;18;4;30;2;0;0.0;0.0;fraca
2016;1;28;23;30;6;0;0.0;0.0;fraca
2016;1;11;13;0;3;0;0.0;0.0;fraca
2016;1;31;8;0;1;0;0.0;0.0;fraca
2016;1;23;12;0;3;0;0.0;0.0;fraca
2016;1;22;14;0;10;0;0.0;0.0;fraca
2016;1;5;17;0;9;0;0.0;0.0;fraca
2016;1;13;17;0;7;0;0.0;0.0;fraca
2016;1;19;19;30;4;0;0.0;0.0;fraca
2016;1;15;9;0;6;0;0.0;0.0;fraca
2016;1;8;3;0;0;0;0.0;0.0;fraca
2016;1;3;5;30;0;0;0.0;0.2;fraca
2016;1;17;8;30;4;0;0.0;0.0;fraca
2016;1;11;4;0;3;0;0.59;0.98;fraca
2016;1;11;20;0;26;0;0.0;0.0;fraca
2016;1;15;2;0;6;0;0.0;0.79;fraca
2016;1;24;0;0;5;0;0.0;0.0;fraca
2016;1;2;19;30;2;0;0.0;0.0;fraca
2016;1;11;2;0;0;0;0.0;0.0;fraca
2016;1;25;19;30;5;0;0.0;0.0;fraca
2016;1;16;1;30;3;0;0.0;0.0;fraca
2016;1;2;22;30;0;0;0.2;0.79;fraca
2016;1;30;0;0;1;0;0.0;0.0;fraca
2016;1;14;3;0;11;0;0.0;0.0;fraca
2016;1;16;15;0;22;0;0.0;0.0;fraca
2016;1;4;1;0;0;0;0.0;0.0;fraca
2016;1;7;3;30;0;0;0.0;0.0;fraca
2016;1;6;11;0;1;0;0.0;0.0;fraca
2016;1;25;11;0;5;0;0.0;0.0;fraca
2016;1;21;17;0;10;0;0.0;0.0;fraca
2016;1;19;14;0;5;0;0.0;0.0;fraca
2016;1;7;22;30;46;0;0.0;0.0;fraca
2016;1;31;0;0;3;0;0.0;0.0;fraca
2016;1;11;4;30;0;0;0.98;0.4;fraca
2016;1;18;7;30;6;0;0.0;0.0;fraca
2016;1;11;10;0;6;0;0.59;0.4;fraca
2016;1;9;23;0;0;0;0.2;0.2;fraca
2016;1;29;7;0;9;0;0.0;0.0;fraca
2016;1;18;18;30;15;0;0.0;0.0;fraca
2016;1;8;13;0;15;0;0.0;0.0;fraca
2016;1;12;8;30;2;1;0.0;0.0;fraca
2016;1;5;3;0;12;0;0.0;0.0;fraca
2016;1;27;5;30;2;0;0.0;0.0;fraca
2016;1;22;17;0;5;0;0.0;0.0;fraca
2016;1;4;11;0;4;0;0.0;0.0;fraca
2016;1;16;11;30;4;0;0.0;0.0;fraca
2016;1;31;21;0;3;0;0.0;0.0;fraca
2016;1;13;3;0;0;0;0.0;0.0;fraca
2016;1;25;3;0;0;0;0.0;0.0;fraca
2016;1;21;13;0;13;0;0.0;0.0;fraca
2016;1;17;2;0;1;0;0.0;0.0;fraca
