Sensor;Split;Accuracy;F1;Recall;Precision
9;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
9;10;1.0;1.0;1.0;1.0
18;1;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
18;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;3;1.0;1.0;1.0;1.0
18;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
18;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;7;1.0;1.0;1.0;1.0
18;8;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;9;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
18;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
20;2;1.0;1.0;1.0;1.0
20;3;1.0;1.0;1.0;1.0
20;4;1.0;1.0;1.0;1.0
20;5;1.0;1.0;1.0;1.0
20;6;1.0;1.0;1.0;1.0
20;7;1.0;1.0;1.0;1.0
20;8;1.0;1.0;1.0;1.0
20;9;1.0;1.0;1.0;1.0
20;10;1.0;1.0;1.0;1.0
38;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
38;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
38;3;1.0;1.0;1.0;1.0
38;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
38;5;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
38;6;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
38;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
38;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
38;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
38;10;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
40;1;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
40;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
40;3;1.0;1.0;1.0;1.0
40;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
40;5;1.0;1.0;1.0;1.0
40;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
40;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
40;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
40;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
40;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
51;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;3;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
51;4;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
51;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
51;6;1.0;1.0;1.0;1.0
51;7;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;8;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;10;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
